Date,Open,High,Low,Close,Adj Close,RealDate
48,0.10881700366735458,0.10881700366735458,0.10825899988412857,0.10825899988412857,0.08473051339387894,1981-02-20
49,0.10993299633264542,0.11049100011587143,0.10993299633264542,0.10993299633264542,0.08604069799184799,1981-02-23
50,0.10714299976825714,0.10714299976825714,0.10602699965238571,0.10602699965238571,0.08298361301422119,1981-02-24
51,0.11272300034761429,0.1132809966802597,0.11272300034761429,0.11272300034761429,0.08822430670261383,1981-02-25
52,0.11439699679613113,0.11495500057935715,0.11439699679613113,0.11439699679613113,0.08953449130058289,1981-02-26
53,0.11830399930477142,0.11941999942064285,0.11830399930477142,0.11830399930477142,0.09259236603975296,1981-02-27
54,0.11886200308799744,0.11941999942064285,0.11886200308799744,0.11886200308799744,0.09302911907434464,1981-03-02
55,0.11774600297212601,0.11774600297212601,0.1171879991889,0.1171879991889,0.09171891212463379,1981-03-03
56,0.11662899702787399,0.11662899702787399,0.11607100069522858,0.11607100069522858,0.09084469079971313,1981-03-04
57,0.11607100069522858,0.11607100069522858,0.11551299691200256,0.11551299691200256,0.09040793031454086,1981-03-05
58,0.11551299691200256,0.11551299691200256,0.11439699679613113,0.11439699679613113,0.08953449130058289,1981-03-06
59,0.10602699965238571,0.10602699965238571,0.1054690033197403,0.1054690033197403,0.0825468897819519,1981-03-09
60,0.10100399702787399,0.10100399702787399,0.10044600069522858,0.10044600069522858,0.07861555367708206,1981-03-10
61,0.0976559966802597,0.0976559966802597,0.09653999656438828,0.09653999656438828,0.07555843889713287,1981-03-11
62,0.10044600069522858,0.10100399702787399,0.10044600069522858,0.10044600069522858,0.07861555367708206,1981-03-12
63,0.09988799691200256,0.09988799691200256,0.09933000057935715,0.09933000057935715,0.0777420625090599,1981-03-13
64,0.10323700308799744,0.10435300320386887,0.10323700308799744,0.10323700308799744,0.08079997450113297,1981-03-16
65,0.10825899988412857,0.109375,0.10825899988412857,0.10825899988412857,0.08473051339387894,1981-03-17
66,0.11495500057935715,0.11607100069522858,0.11495500057935715,0.11495500057935715,0.08997125923633575,1981-03-18
67,0.11439699679613113,0.11439699679613113,0.11383900046348572,0.11383900046348572,0.0890977680683136,1981-03-19
68,0.11495500057935715,0.11607100069522858,0.11495500057935715,0.11495500057935715,0.08997125923633575,1981-03-20
69,0.11941999942064285,0.12053599953651428,0.11941999942064285,0.11941999942064285,0.09346584975719452,1981-03-23
70,0.11941999942064285,0.11941999942064285,0.11886200308799744,0.11886200308799744,0.09302911907434464,1981-03-24
71,0.11774600297212601,0.11774600297212601,0.11662899702787399,0.11662899702787399,0.09128139168024063,1981-03-25
72,0.11495500057935715,0.11495500057935715,0.11439699679613113,0.11439699679613113,0.08953449130058289,1981-03-26
73,0.11104899644851685,0.11104899644851685,0.11049100011587143,0.11049100011587143,0.08647739142179489,1981-03-27
74,0.11049100011587143,0.11160700023174286,0.11049100011587143,0.11049100011587143,0.08647739142179489,1981-03-30
75,0.11049100011587143,0.11049100011587143,0.109375,0.109375,0.08560393750667572,1981-03-31
76,0.10881700366735458,0.10881700366735458,0.10825899988412857,0.10825899988412857,0.08473051339387894,1981-04-01
77,0.11774600297212601,0.11830399930477142,0.11774600297212601,0.11774600297212601,0.09215567260980606,1981-04-02
78,0.11830399930477142,0.11886200308799744,0.11830399930477142,0.11830399930477142,0.09259236603975296,1981-04-03
79,0.11662899702787399,0.11662899702787399,0.11607100069522858,0.11607100069522858,0.09084469079971313,1981-04-06
80,0.11551299691200256,0.11551299691200256,0.11495500057935715,0.11495500057935715,0.08997125923633575,1981-04-07
81,0.12053599953651428,0.12165199965238571,0.12053599953651428,0.12053599953651428,0.09433931112289429,1981-04-08
82,0.12276799976825714,0.12332600355148315,0.12276799976825714,0.12276799976825714,0.09608618915081024,1981-04-09
83,0.12444200366735458,0.125,0.12444200366735458,0.12444200366735458,0.09739638864994049,1981-04-10
84,0.12444200366735458,0.125,0.12444200366735458,0.12444200366735458,0.09739638864994049,1981-04-13
85,0.12444200366735458,0.125,0.12444200366735458,0.12444200366735458,0.09739638864994049,1981-04-14
86,0.11886200308799744,0.11886200308799744,0.11830399930477142,0.11830399930477142,0.09259236603975296,1981-04-15
87,0.11216499656438828,0.11216499656438828,0.11160700023174286,0.11160700023174286,0.08735086768865585,1981-04-16
88,0.11495500057935715,0.11551299691200256,0.11495500057935715,0.11495500057935715,0.08997125923633575,1981-04-20
89,0.12276799976825714,0.12332600355148315,0.12276799976825714,0.12276799976825714,0.09608618915081024,1981-04-21
90,0.12723200023174286,0.12779000401496887,0.12723200023174286,0.12723200023174286,0.09958003461360931,1981-04-22
91,0.13057999312877655,0.13113799691200256,0.13057999312877655,0.13057999312877655,0.10220036655664444,1981-04-23
92,0.13057999312877655,0.13057999312877655,0.12946400046348572,0.12946400046348572,0.10132691264152527,1981-04-24
93,0.1289059966802597,0.1289059966802597,0.1283479928970337,0.1283479928970337,0.1004534512758255,1981-04-27
94,0.12667399644851685,0.12667399644851685,0.12611599266529083,0.12611599266529083,0.09870655089616776,1981-04-28
95,0.125,0.125,0.12444200366735458,0.12444200366735458,0.09739638864994049,1981-04-29
96,0.12667399644851685,0.12779000401496887,0.12667399644851685,0.12667399644851685,0.09914325922727585,1981-04-30
97,0.12667399644851685,0.12779000401496887,0.12667399644851685,0.12667399644851685,0.09914325922727585,1981-05-01
98,0.12667399644851685,0.12667399644851685,0.12611599266529083,0.12611599266529083,0.09870655089616776,1981-05-04
99,0.12611599266529083,0.12611599266529083,0.125558003783226,0.125558003783226,0.09826985001564026,1981-05-05
100,0.12276799976825714,0.12276799976825714,0.12221000343561172,0.12221000343561172,0.09564949572086334,1981-05-06
101,0.12388399988412857,0.12444200366735458,0.12388399988412857,0.12388399988412857,0.09695960581302643,1981-05-07
102,0.125,0.125558003783226,0.125,0.125,0.0978330746293068,1981-05-08
103,0.12276799976825714,0.12276799976825714,0.12221000343561172,0.12221000343561172,0.09564949572086334,1981-05-11
104,0.12221000343561172,0.12388399988412857,0.12221000343561172,0.12221000343561172,0.09564949572086334,1981-05-12
105,0.12221000343561172,0.12332600355148315,0.12165199965238571,0.12165199965238571,0.09521270543336868,1981-05-13
106,0.1210940033197403,0.1210940033197403,0.11997800320386887,0.11997800320386887,0.09390256553888321,1981-05-14
107,0.12276799976825714,0.12444200366735458,0.12276799976825714,0.12276799976825714,0.09608618915081024,1981-05-15
108,0.125,0.12611599266529083,0.125,0.125,0.0978330746293068,1981-05-18
109,0.12332600355148315,0.12332600355148315,0.12276799976825714,0.12276799976825714,0.09608618915081024,1981-05-19
110,0.12667399644851685,0.12779000401496887,0.12667399644851685,0.12667399644851685,0.09914325922727585,1981-05-20
111,0.13392899930477142,0.13448700308799744,0.13392899930477142,0.13392899930477142,0.10482151806354523,1981-05-21
112,0.140066996216774,0.141183003783226,0.140066996216774,0.140066996216774,0.10962551087141037,1981-05-22
113,0.140066996216774,0.140066996216774,0.13950900733470917,0.13950900733470917,0.10918883234262466,1981-05-26
114,0.14732100069522858,0.1478790044784546,0.14732100069522858,0.14732100069522858,0.11530296504497528,1981-05-27
115,0.14732100069522858,0.1478790044784546,0.14732100069522858,0.14732100069522858,0.11530296504497528,1981-05-28
116,0.1478790044784546,0.1484380066394806,0.1478790044784546,0.1478790044784546,0.11573963612318039,1981-05-29
117,0.1478790044784546,0.1484380066394806,0.1478790044784546,0.1478790044784546,0.11573963612318039,1981-06-01
118,0.141183003783226,0.141183003783226,0.140625,0.140625,0.11006223410367966,1981-06-02
119,0.140625,0.14174099266529083,0.140625,0.140625,0.11006223410367966,1981-06-03
120,0.14341500401496887,0.1439729928970337,0.14341500401496887,0.14341500401496887,0.11224588751792908,1981-06-04
121,0.14174099266529083,0.14174099266529083,0.141183003783226,0.141183003783226,0.11049897968769073,1981-06-05
122,0.1367190033197403,0.1367190033197403,0.13616099953651428,0.13616099953651428,0.10656844824552536,1981-06-08
123,0.13895100355148315,0.13950900733470917,0.13895100355148315,0.13895100355148315,0.10875202715396881,1981-06-09
124,0.140625,0.14229899644851685,0.140625,0.140625,0.11006223410367966,1981-06-10
125,0.14676299691200256,0.14732100069522858,0.14676299691200256,0.14676299691200256,0.114866241812706,1981-06-11
126,0.14564700424671173,0.14564700424671173,0.14508900046348572,0.14508900046348572,0.11355607956647873,1981-06-12
127,0.14508900046348572,0.14508900046348572,0.1445309966802597,0.1445309966802597,0.11311930418014526,1981-06-15
128,0.14229899644851685,0.14229899644851685,0.14174099266529083,0.14174099266529083,0.11093565076589584,1981-06-16
129,0.140066996216774,0.140066996216774,0.13950900733470917,0.13950900733470917,0.10918883234262466,1981-06-17
130,0.13950900733470917,0.140066996216774,0.13895100355148315,0.13895100355148315,0.10875202715396881,1981-06-18
131,0.13560299575328827,0.13560299575328827,0.13504500687122345,0.13504500687122345,0.1056949645280838,1981-06-19
132,0.13057999312877655,0.13057999312877655,0.13002200424671173,0.13002200424671173,0.10176365077495575,1981-06-22
133,0.1322540044784546,0.1333709955215454,0.1322540044784546,0.1322540044784546,0.10351058095693588,1981-06-23
134,0.13002200424671173,0.13002200424671173,0.1289059966802597,0.1289059966802597,0.1008901596069336,1981-06-24
135,0.13169600069522858,0.1322540044784546,0.13169600069522858,0.13169600069522858,0.10307382047176361,1981-06-25
136,0.13113799691200256,0.13113799691200256,0.13002200424671173,0.13002200424671173,0.10176365077495575,1981-06-26
137,0.12667399644851685,0.12667399644851685,0.125558003783226,0.125558003783226,0.09826985001564026,1981-06-29
138,0.11662899702787399,0.11662899702787399,0.11607100069522858,0.11607100069522858,0.09084469079971313,1981-06-30
139,0.11551299691200256,0.11551299691200256,0.11495500057935715,0.11495500057935715,0.08997125923633575,1981-07-01
140,0.11495500057935715,0.11551299691200256,0.11495500057935715,0.11495500057935715,0.08997125923633575,1981-07-02
141,0.11216499656438828,0.11216499656438828,0.11104899644851685,0.11104899644851685,0.08691413700580597,1981-07-06
142,0.11216499656438828,0.1132809966802597,0.11216499656438828,0.11216499656438828,0.08778759092092514,1981-07-07
143,0.11662899702787399,0.1171879991889,0.11662899702787399,0.11662899702787399,0.09128139168024063,1981-07-08
144,0.10825899988412857,0.10825899988412857,0.10770100355148315,0.10770100355148315,0.08429379016160965,1981-07-09
145,0.09988799691200256,0.09988799691200256,0.09933000057935715,0.09933000057935715,0.0777420625090599,1981-07-10
146,0.1015629991889,0.10212100297212601,0.1015629991889,0.1015629991889,0.07948977500200272,1981-07-13
147,0.10602699965238571,0.10714299976825714,0.10602699965238571,0.10602699965238571,0.08298361301422119,1981-07-14
148,0.10881700366735458,0.109375,0.10881700366735458,0.10881700366735458,0.08516724407672882,1981-07-15
149,0.11160700023174286,0.11272300034761429,0.11160700023174286,0.11160700023174286,0.08735086768865585,1981-07-16
150,0.11551299691200256,0.11607100069522858,0.11551299691200256,0.11551299691200256,0.09040793031454086,1981-07-17
151,0.10825899988412857,0.10825899988412857,0.10770100355148315,0.10770100355148315,0.08429379016160965,1981-07-20
152,0.10770100355148315,0.10770100355148315,0.10714299976825714,0.10714299976825714,0.08385703712701797,1981-07-21
153,0.10212100297212601,0.10212100297212601,0.10100399702787399,0.10100399702787399,0.07905228435993195,1981-07-22
154,0.10379499942064285,0.10435300320386887,0.10379499942064285,0.10379499942064285,0.08123668283224106,1981-07-23
155,0.10714299976825714,0.10770100355148315,0.10714299976825714,0.10714299976825714,0.08385703712701797,1981-07-24
156,0.11160700023174286,0.11216499656438828,0.11160700023174286,0.11160700023174286,0.08735086768865585,1981-07-27
157,0.10825899988412857,0.10825899988412857,0.10770100355148315,0.10770100355148315,0.08429379016160965,1981-07-28
158,0.10658500343561172,0.10658500343561172,0.10602699965238571,0.10602699965238571,0.08298361301422119,1981-07-29
159,0.10993299633264542,0.11104899644851685,0.10993299633264542,0.10993299633264542,0.08604069799184799,1981-07-30
160,0.11160700023174286,0.11216499656438828,0.11160700023174286,0.11160700023174286,0.08735086768865585,1981-07-31
161,0.11160700023174286,0.11160700023174286,0.11049100011587143,0.11049100011587143,0.08647739142179489,1981-08-03
162,0.11216499656438828,0.11272300034761429,0.11216499656438828,0.11216499656438828,0.08778759092092514,1981-08-04
163,0.11551299691200256,0.11607100069522858,0.11551299691200256,0.11551299691200256,0.09040793031454086,1981-08-05
164,0.1132809966802597,0.1132809966802597,0.11272300034761429,0.11272300034761429,0.08822430670261383,1981-08-06
165,0.11272300034761429,0.1132809966802597,0.11272300034761429,0.11272300034761429,0.08822430670261383,1981-08-07
166,0.11272300034761429,0.11272300034761429,0.11272300034761429,0.11272300034761429,0.08822430670261383,1981-08-10
167,0.11049100011587143,0.11049100011587143,0.109375,0.109375,0.08560393750667572,1981-08-11
168,0.10770100355148315,0.10770100355148315,0.10714299976825714,0.10714299976825714,0.08385703712701797,1981-08-12
169,0.10435300320386887,0.10435300320386887,0.10379499942064285,0.10379499942064285,0.08123668283224106,1981-08-13
170,0.10323700308799744,0.10323700308799744,0.10212100297212601,0.10212100297212601,0.07992648333311081,1981-08-14
171,0.09988799691200256,0.09988799691200256,0.09877199679613113,0.09877199679613113,0.07730536162853241,1981-08-17
172,0.0976559966802597,0.0976559966802597,0.09653999656438828,0.09653999656438828,0.07555843889713287,1981-08-18
173,0.09653999656438828,0.09653999656438828,0.09542399644851685,0.09542399644851685,0.0746849998831749,1981-08-19
174,0.09653999656438828,0.09709800034761429,0.09653999656438828,0.09653999656438828,0.07555843889713287,1981-08-20
175,0.09096000343561172,0.09096000343561172,0.0898440033197403,0.0898440033197403,0.07031773030757904,1981-08-21
176,0.08482100069522858,0.08482100069522858,0.08426299691200256,0.08426299691200256,0.0659497082233429,1981-08-24
177,0.08649600297212601,0.08705399930477142,0.08649600297212601,0.08649600297212601,0.06769736111164093,1981-08-25
178,0.08537899702787399,0.08537899702787399,0.08482100069522858,0.08482100069522858,0.06638642400503159,1981-08-26
179,0.08537899702787399,0.0859379991889,0.08537899702787399,0.08537899702787399,0.06682314723730087,1981-08-27
180,0.0898440033197403,0.09040199965238571,0.0898440033197403,0.0898440033197403,0.07031773030757904,1981-08-28
181,0.0898440033197403,0.09040199965238571,0.0898440033197403,0.0898440033197403,0.07031773030757904,1981-08-31
182,0.09542399644851685,0.09598200023174286,0.09542399644851685,0.09542399644851685,0.0746849998831749,1981-09-01
183,0.09709800034761429,0.0976559966802597,0.09709800034761429,0.09709800034761429,0.07599518448114395,1981-09-02
184,0.09319200366735458,0.09319200366735458,0.09207600355148315,0.09207600355148315,0.07206465303897858,1981-09-03
185,0.09151799976825714,0.09151799976825714,0.09096000343561172,0.09096000343561172,0.07119118422269821,1981-09-04
186,0.08872800320386887,0.08872800320386887,0.08816999942064285,0.08816999942064285,0.06900756061077118,1981-09-08
187,0.08816999942064285,0.08872800320386887,0.08816999942064285,0.08816999942064285,0.06900756061077118,1981-09-09
188,0.08872800320386887,0.08928599953651428,0.08872800320386887,0.08872800320386887,0.06944428384304047,1981-09-10
189,0.08816999942064285,0.08816999942064285,0.08761200308799744,0.08761200308799744,0.06857080012559891,1981-09-11
190,0.08537899702787399,0.08537899702787399,0.08482100069522858,0.08482100069522858,0.06638642400503159,1981-09-14
191,0.08314699679613113,0.08314699679613113,0.08258900046348572,0.08258900046348572,0.06463949382305145,1981-09-15
192,0.08147300034761429,0.08147300034761429,0.08091499656438828,0.08091499656438828,0.063329316675663,1981-09-16
193,0.07924100011587143,0.07924100011587143,0.07868299633264542,0.07868299633264542,0.06158242002129555,1981-09-17
194,0.07924100011587143,0.07979899644851685,0.07924100011587143,0.07924100011587143,0.06201915815472603,1981-09-18
195,0.07979899644851685,0.08035700023174286,0.07979899644851685,0.07979899644851685,0.06245587393641472,1981-09-21
196,0.07589299976825714,0.07589299976825714,0.07533500343561172,0.07533500343561172,0.05896206572651863,1981-09-22
197,0.07477699965238571,0.07477699965238571,0.07366099953651428,0.07366099953651428,0.057651881128549576,1981-09-23
198,0.07366099953651428,0.07366099953651428,0.07310300320386887,0.07310300320386887,0.0572151243686676,1981-09-24
199,0.06473200023174286,0.06473200023174286,0.06361600011587143,0.06361600011587143,0.04979001730680466,1981-09-25
200,0.06417399644851685,0.06473200023174286,0.06417399644851685,0.06417399644851685,0.05022672563791275,1981-09-28
201,0.06752199679613113,0.06808000057935715,0.06752199679613113,0.06752199679613113,0.05284709110856056,1981-09-29
202,0.06808000057935715,0.06863799691200256,0.06808000057935715,0.06808000057935715,0.05328382924199104,1981-09-30
203,0.06808000057935715,0.06863799691200256,0.06808000057935715,0.06808000057935715,0.05328382924199104,1981-10-01
204,0.07366099953651428,0.0742190033197403,0.07366099953651428,0.07366099953651428,0.057651881128549576,1981-10-02
205,0.07589299976825714,0.07700899988412857,0.07589299976825714,0.07589299976825714,0.05939877778291702,1981-10-05
206,0.07589299976825714,0.07589299976825714,0.07533500343561172,0.07533500343561172,0.05896206572651863,1981-10-06
207,0.07979899644851685,0.08091499656438828,0.07979899644851685,0.07979899644851685,0.06245587393641472,1981-10-07
208,0.08258900046348572,0.08314699679613113,0.08258900046348572,0.08258900046348572,0.06463949382305145,1981-10-08
209,0.08314699679613113,0.08426299691200256,0.08314699679613113,0.08314699679613113,0.06507623940706253,1981-10-09
210,0.0859379991889,0.08649600297212601,0.0859379991889,0.0859379991889,0.06726066023111343,1981-10-12
211,0.0859379991889,0.08705399930477142,0.0859379991889,0.0859379991889,0.06726066023111343,1981-10-13
212,0.08147300034761429,0.08147300034761429,0.08091499656438828,0.08091499656438828,0.063329316675663,1981-10-14
213,0.08258900046348572,0.08314699679613113,0.08258900046348572,0.08258900046348572,0.06463949382305145,1981-10-15
214,0.0820309966802597,0.0820309966802597,0.08147300034761429,0.08147300034761429,0.06376605480909348,1981-10-16
215,0.08314699679613113,0.08370500057935715,0.08314699679613113,0.08314699679613113,0.06507623940706253,1981-10-19
216,0.08761200308799744,0.08816999942064285,0.08761200308799744,0.08761200308799744,0.06857080012559891,1981-10-20
217,0.08761200308799744,0.08816999942064285,0.08761200308799744,0.08761200308799744,0.06857080012559891,1981-10-21
218,0.08761200308799744,0.08761200308799744,0.08705399930477142,0.08705399930477142,0.06813410669565201,1981-10-22
219,0.08537899702787399,0.08537899702787399,0.08482100069522858,0.08482100069522858,0.06638642400503159,1981-10-23
220,0.08482100069522858,0.08537899702787399,0.08482100069522858,0.08482100069522858,0.06638642400503159,1981-10-26
221,0.08649600297212601,0.08761200308799744,0.08649600297212601,0.08649600297212601,0.06769736111164093,1981-10-27
222,0.08928599953651428,0.0898440033197403,0.08928599953651428,0.08928599953651428,0.06988102197647095,1981-10-28
223,0.08872800320386887,0.08872800320386887,0.08816999942064285,0.08816999942064285,0.06900756061077118,1981-10-29
224,0.08928599953651428,0.0898440033197403,0.08928599953651428,0.08928599953651428,0.06988102197647095,1981-10-30
225,0.08928599953651428,0.0898440033197403,0.08928599953651428,0.08928599953651428,0.06988102197647095,1981-11-02
226,0.08872800320386887,0.08872800320386887,0.08816999942064285,0.08816999942064285,0.06900756061077118,1981-11-03
227,0.08649600297212601,0.08649600297212601,0.0859379991889,0.0859379991889,0.06726066023111343,1981-11-04
228,0.08035700023174286,0.08035700023174286,0.07979899644851685,0.07979899644851685,0.06245587393641472,1981-11-05
229,0.08035700023174286,0.08091499656438828,0.08035700023174286,0.08035700023174286,0.0628926083445549,1981-11-06
230,0.08147300034761429,0.0820309966802597,0.08147300034761429,0.08147300034761429,0.06376605480909348,1981-11-09
231,0.0820309966802597,0.08258900046348572,0.0820309966802597,0.0820309966802597,0.06420279294252396,1981-11-10
232,0.08426299691200256,0.08482100069522858,0.08426299691200256,0.08426299691200256,0.0659497082233429,1981-11-11
233,0.08705399930477142,0.08761200308799744,0.08705399930477142,0.08705399930477142,0.06813410669565201,1981-11-12
234,0.08147300034761429,0.08147300034761429,0.08091499656438828,0.08091499656438828,0.063329316675663,1981-11-13
235,0.08035700023174286,0.08035700023174286,0.07979899644851685,0.07979899644851685,0.06245587393641472,1981-11-16
236,0.08147300034761429,0.0820309966802597,0.08147300034761429,0.08147300034761429,0.06376605480909348,1981-11-17
237,0.08426299691200256,0.08482100069522858,0.08426299691200256,0.08426299691200256,0.0659497082233429,1981-11-18
238,0.08426299691200256,0.08482100069522858,0.08426299691200256,0.08426299691200256,0.0659497082233429,1981-11-19
239,0.08482100069522858,0.08537899702787399,0.08482100069522858,0.08482100069522858,0.06638642400503159,1981-11-20
240,0.0820309966802597,0.0820309966802597,0.08091499656438828,0.08091499656438828,0.063329316675663,1981-11-23
241,0.08091499656438828,0.08091499656438828,0.08035700023174286,0.08035700023174286,0.0628926083445549,1981-11-24
242,0.0820309966802597,0.08258900046348572,0.0820309966802597,0.0820309966802597,0.06420279294252396,1981-11-25
243,0.08426299691200256,0.08482100069522858,0.08426299691200256,0.08426299691200256,0.0659497082233429,1981-11-27
244,0.08370500057935715,0.08370500057935715,0.08314699679613113,0.08314699679613113,0.06507623940706253,1981-11-30
245,0.08314699679613113,0.08370500057935715,0.08314699679613113,0.08314699679613113,0.06507623940706253,1981-12-01
246,0.08370500057935715,0.08426299691200256,0.08370500057935715,0.08370500057935715,0.06551294028759003,1981-12-02
247,0.08314699679613113,0.08314699679613113,0.08258900046348572,0.08258900046348572,0.06463949382305145,1981-12-03
248,0.08482100069522858,0.08537899702787399,0.08482100069522858,0.08482100069522858,0.06638642400503159,1981-12-04
249,0.08537899702787399,0.0859379991889,0.08537899702787399,0.08537899702787399,0.06682314723730087,1981-12-07
250,0.08482100069522858,0.08482100069522858,0.08370500057935715,0.08370500057935715,0.06551294028759003,1981-12-08
251,0.08426299691200256,0.08482100069522858,0.08426299691200256,0.08426299691200256,0.0659497082233429,1981-12-09
252,0.08426299691200256,0.08482100069522858,0.08426299691200256,0.08426299691200256,0.0659497082233429,1981-12-10
253,0.08426299691200256,0.08482100069522858,0.08370500057935715,0.08370500057935715,0.06551294028759003,1981-12-11
254,0.0820309966802597,0.0820309966802597,0.08091499656438828,0.08091499656438828,0.063329316675663,1981-12-14
255,0.08314699679613113,0.08370500057935715,0.08314699679613113,0.08314699679613113,0.06507623940706253,1981-12-15
256,0.08705399930477142,0.08761200308799744,0.08705399930477142,0.08705399930477142,0.06813410669565201,1981-12-16
257,0.09430799633264542,0.09486600011587143,0.09430799633264542,0.09430799633264542,0.07381157577037811,1981-12-17
258,0.10212100297212601,0.10267899930477142,0.10212100297212601,0.10212100297212601,0.07992648333311081,1981-12-18
259,0.09821400046348572,0.09821400046348572,0.0976559966802597,0.0976559966802597,0.07643191516399384,1981-12-21
260,0.09933000057935715,0.09988799691200256,0.09933000057935715,0.09933000057935715,0.0777420625090599,1981-12-22
261,0.0976559966802597,0.0976559966802597,0.09709800034761429,0.09709800034761429,0.07599518448114395,1981-12-23
